x,y,z,qx,qy,qz,qw,stamp_sec
2.0672774324075056,0.07386150324212634,-0.02818739000248592,0.005874591492093101,0.9975176469494684,0.004264875937047668,-0.07004173064993582,1758869853.2802558
2.06726825956855,0.07389161192846107,-0.028216040129636022,0.0058514947552486055,0.9975192017185641,0.004269123222574257,-0.07002125962019254,1758869854.605172
2.0672868407875633,0.0738471481357607,-0.028293317387459896,0.005905599660213974,0.9975157956191552,0.004264489362698388,-0.07006550872870758,1758869854.7072732
2.0672715809142694,0.0738472604365858,-0.028177006980285788,0.005879752225508168,0.9975194408256702,0.004276558830322,-0.07001503219437738,1758869854.8091207
2.0672901863278224,0.07382179726118643,-0.02829402223035113,0.005912564624367777,0.9975150707555316,0.004279071533259774,-0.07007435152723664,1758869854.9112608
2.0672686660790185,0.07384066711123173,-0.028328792858895904,0.005862130965827807,0.9975189586789658,0.004260322263064779,-0.07002436826409968,1758869854.962164
2.0672827426810287,0.07384765577435289,-0.028242805777429228,0.005893837627438511,0.997516708295312,0.004247491909820449,-0.07005453705637295,1758869855.0641255
2.0672917360326286,0.0738405718105045,-0.028299628266169108,0.005922812747968846,0.9975151494736347,0.004223779589339527,-0.07007572008709975,1758869855.1660378
2.0672822220088043,0.0738279102329278,-0.02826536906397166,0.005917925753569385,0.9975175667815103,0.004288501699468252,-0.07003778173417777,1758869855.2681067
2.0672774489287304,0.07384131310469431,-0.028178284807246587,0.005877203377994944,0.9975177418699364,0.00426588203529366,-0.07004009841239257,1758869855.3706994
2.0672620052968766,0.07373073163805097,-0.02956910091444548,0.005884124129888864,0.997515391833625,0.004671526291026071,-0.07004710543873971,1758869855.4770052
2.066924702975555,0.07367018870902392,-0.032780870405938245,0.005935696114573708,0.9975948500724575,0.005211975335771002,-0.0688630374994137,1758869855.5790305
2.067253807220714,0.07321684199353344,-0.0317589465353197,0.006501237144084613,0.9975270981911044,0.005908239159915087,-0.06973173596046678,1758869855.6812193
2.0669047171417003,0.07275517837142224,-0.035613172223563486,0.007246232086656927,0.9976321152354876,0.0062574671125623866,-0.06810652594758021,1758869855.7834198
2.066885582825141,0.07237642476281424,-0.03675071558960065,0.007577508493696955,0.9976439322973654,0.006221496894397015,-0.06790035855333129,1758869855.8856573
2.0668595107591012,0.07203781779429495,-0.03846427154603811,0.00801902288220588,0.9976594033517151,0.006069028029137727,-0.0676356198662798,1758869855.9876776
2.0668852841324354,0.07128595271028283,-0.039364594737361064,0.008689871986243216,0.9976705564355383,0.006103700119621696,-0.06738465545890926,1758869856.0896602
2.0668810377589524,0.07026828514074551,-0.04035145989489608,0.00951620227639528,0.9976936379540723,0.006196326268583744,-0.06692123893784768,1758869856.1917765
2.0669135872703728,0.06947468048792926,-0.040654443462768974,0.010209242328269268,0.9977049336449064,0.006249700437152461,-0.0666451648369285,1758869856.294095
2.0669349632082734,0.06856520249291248,-0.04175948872342272,0.01129866375819549,0.9977280202431007,0.006290350923780235,-0.06611784406888739,1758869856.3961046
2.066919286741954,0.06777644928594091,-0.04201702307851839,0.011907402456616383,0.997748435337837,0.006392535431700076,-0.06569177298862211,1758869856.4980752
2.0669550935907197,0.06715165006863176,-0.04151404819662487,0.012226912669061214,0.9977484988978809,0.006521531483366949,-0.0656193963757668,1758869856.600051
2.0669558032071533,0.06661712767438992,-0.041718746170115145,0.012533286334523948,0.9977552357905903,0.006543749047991807,-0.06545674552341708,1758869856.7019804
2.0669284902550515,0.06651310959646503,-0.041844256812349226,0.012685639746499618,0.997766939802341,0.006511157975976876,-0.06525192107137949,1758869856.8039522
2.066786109859592,0.0665592584833769,-0.04290352579508423,0.012632970455709202,0.9978003610447568,0.006493964121741757,-0.06475087633695567,1758869856.9059472
2.0667312625638434,0.06660629380778893,-0.0432104604477835,0.012600190547414064,0.9978134680196147,0.006474957312110717,-0.06455689866036551,1758869857.008228
2.0667214895617856,0.06673845096505725,-0.04325516437200454,0.01245533873713848,0.9978117966474654,0.006474711870347011,-0.06461084362780051,1758869857.1105802
2.0667183846112014,0.0667747208952968,-0.04340435491737389,0.012432427165621315,0.9978112252223287,0.006507857091542361,-0.06462075031414445,1758869857.16175
2.066697200440935,0.06697553766977554,-0.04371069492090797,0.012270596535832241,0.9978113535057199,0.006471707241673058,-0.06465332382110044,1758869857.26399
2.0666418916898706,0.06710768155773916,-0.044217197350489595,0.012184881519721717,0.9978221998084786,0.006459022886209991,-0.06450323445436075,1758869857.366009
2.066599425557028,0.06720183748392067,-0.044596078286545604,0.012076582136269708,0.9978292407609384,0.006425213222387503,-0.06441800277408614,1758869857.4680192
2.066587930521181,0.06731348918747802,-0.044588393289860626,0.012016348182862631,0.9978309459816872,0.006417294364693284,-0.06440364081848443,1758869857.5700777
2.06659886538366,0.06729228280818292,-0.04451572600040955,0.012055958705535722,0.9978295268531425,0.006400887513973548,-0.06441985593555623,1758869857.6723022
2.0665893749595368,0.06725623162785586,-0.04448121947266026,0.012022121283782885,0.9978309338067454,0.006438604844475112,-0.064400625042411,1758869857.774231
2.0665878681242207,0.0671936722935948,-0.04405872629072652,0.012060321899368436,0.9978342888727028,0.006452858423356436,-0.06434004354800732,1758869857.8765252
2.0665846671153436,0.06713392993534222,-0.0440860007573865,0.012099864678774878,0.9978360466932732,0.00647479479395664,-0.06430314320988809,1758869857.9786053
2.0665795503805096,0.0670384838611465,-0.04418441879261316,0.012094084035573596,0.9978365730738485,0.006453603691891545,-0.06429819256376282,1758869858.0806684
2.066592987626469,0.06697944069283848,-0.044047767956448505,0.012130865461355568,0.997834474179212,0.006445338198618057,-0.06432465979824244,1758869858.1827562
2.0665831895349838,0.06699253676393385,-0.04422668356784365,0.012083318761369241,0.9978348538679271,0.006449188267648618,-0.06432733310787823,1758869858.2848427
