1753773110572.8352,-0.11767979711294174,-9.708582878112793,-0.17651969194412231
1753773110582.7783,-0.254972904920578,-9.728196144104004,-0.16671304404735565
1753773110592.721,-0.3628460466861725,-9.718389511108398,-0.06864655017852783
1753773110602.6643,-0.27458620071411133,-9.688969612121582,-0.06864655017852783
1753773110612.6064,-0.14709974825382233,-9.698776245117188,-0.16671304404735565
1753773111555.7178,-0.3334260880947113,-9.728196144104004,-0.17651969194412231
1753773111565.6792,-0.3628460466861725,-9.718389511108398,-0.06864655017852783
1753773111575.6272,-0.14709974825382233,-9.698776245117188,-0.08825984597206116
1753773111585.575,-0.18632633984088898,-9.698776245117188,-0.09806649386882782
1753773111595.5227,-0.254972904920578,-9.73800277709961,-0.17651969194412231
1753773111605.4702,-0.3824593424797058,-9.708582878112793,-0.0784531980752945
1753773112549.9148,-0.16671304404735565,-9.688969612121582,-0.0784531980752945
1753773112559.8547,-0.19613298773765564,-9.718389511108398,-0.13729310035705566
1753773112569.8108,-0.34323275089263916,-9.728196144104004,-0.11767979711294174
1753773112579.7668,-0.34323275089263916,-9.708582878112793,-0.11767979711294174
1753773112589.7217,-0.127486452460289,-9.718389511108398,-0.13729310035705566
1753773112599.6777,-0.127486452460289,-9.728196144104004,-0.10787314921617508
1753773112609.6345,-0.3628460466861725,-9.728196144104004,-0.13729310035705566
1753773113554.9922,-0.313812792301178,-9.708582878112793,-0.05883989855647087
1753773113564.9524,-0.06864655017852783,-9.698776245117188,-0.18632633984088898
1753773113574.9116,-0.254972904920578,-9.718389511108398,-0.127486452460289
1753773113584.8708,-0.3628460466861725,-9.73800277709961,-0.09806649386882782
1753773113594.831,-0.27458620071411133,-9.708582878112793,-0.127486452460289
1753773113604.7913,-0.16671304404735565,-9.679162979125977,-0.08825984597206116
1753773114550.895,-0.3040061295032501,-9.708582878112793,-0.11767979711294174
1753773114560.8564,-0.29419949650764465,-9.708582878112793,-0.0784531980752945
1753773114570.82,-0.24516624212265015,-9.708582878112793,-0.06864655017852783
1753773114580.7825,-0.10787314921617508,-9.728196144104004,-0.21574629843235016
1753773114590.746,-0.2843928337097168,-9.728196144104004,-0.16671304404735565
1753773114600.7095,-0.35303938388824463,-9.708582878112793,-0.04903324693441391
1753773115557.1758,-0.18632633984088898,-9.708582878112793,-0.14709974825382233
1753773115567.141,-0.3040061295032501,-9.73800277709961,-0.11767979711294174
1753773115577.106,-0.3040061295032501,-9.708582878112793,-0.08825984597206116
1753773115587.0708,-0.16671304404735565,-9.688969612121582,-0.08825984597206116
1753773115597.0356,-0.16671304404735565,-9.728196144104004,-0.17651969194412231
1753773115606.9995,-0.35303938388824463,-9.728196144104004,-0.11767979711294174
